date,A000020,A000040,A000050,A000060,A000070,A000080,A000100,A000120,A000140,A000150,A000180,A000210,A000220,A000230,A000240,A000250,A000270,A000300,A000320,A000370,A000390,A000400,A000430,A000440,A000480,A000490,A000500,A000520,A000540,A000590,A000640,A000650,A000660,A000670,A000680,A000700,A000720,A000760,A000810,A000850,A000860,A000880,A000890,A000910,A000950,A000970,A000990,A001000,A001020,A001040,A001060,A001070,A001080,A001120,A001130,A001140,A001200,A001210,A001230,A001250,A001260,A001270,A001290,A001340,A001360,A001380,A001390,A001420,A001430,A001440,A001450,A001460,A001470,A001500,A001510,A001520,A001530,A001540,A001550,A001560,A001570,A001620,A001630,A001680,A001720,A001740,A001750,A001770,A001780,A001790,A001800,A001810,A001820,A001840,A001880,A001940,A002020,A002030,A002070,A002100
2015-05-19,8610,7055,23650,14500,102500,23050.0,43554,198500,15750,94922,4227,79900,13050,21725,19150,12450.0,48600,1365,29800,4981,15400,2660,6250,7320,121000,10500,24300,9899,4355,87500,157500,92700,46100,1382000,4335,11700,48550,29650,294000,70000,48950,42802,1500,4680,69300,23050,11600,3190,18493,225368,43253,16160,25100,42550,234500,1309,3690,18840,5640,6065,25461,18050,1726,1900,16105,1800,23700,3060,41850,6000,27000,386500,30000,12700,1411,1430,83930,19000.0,12450,7640.0,1800,2467,80000,41450,59700,8550,8660,15129,5940.0,28500,64694,4420,4485,3915,28050,11920,75000,151000,4465,5380
2015-05-20,9890,7147,22700,14350,106500,22150.0,46917,194500,15650,93740,4237,83600,12850,22409,19150,12700.0,49500,1310,29750,4942,16600,2635,6250,6860,122500,10300,25200,10759,4295,87700,168000,90600,46850,1383000,4305,11150,48950,28550,303000,71000,49900,42753,1515,4650,68000,22350,11700,3300,18134,239984,49683,15700,23000,43300,225000,1276,3885,18939,5550,6094,25288,18150,1882,1890,17622,1780,23550,2965,41950,6000,27300,386500,29800,13350,1514,1415,83471,20150.0,12250,7750.0,1770,2467,88800,41700,60300,8360,8880,14684,5860.0,29300,67494,4420,4485,3945,26300,11980,71200,156000,4234,5400
2015-05-21,9850,7177,22850,14100,105000,22000.0,47085,190500,15800,92558,4089,83000,13150,23322,18750,12400.0,48300,1265,28250,4874,16500,2660,6060,7180,121500,10300,25900,11572,4220,88600,162500,88300,46350,1374000,4270,11150,46850,27500,296500,71100,49900,43483,1605,4680,66100,22700,12700,3250,17757,242342,55805,15720,23200,41400,257500,1251,3730,19137,5440,5916,24595,18200,1813,1890,17159,1755,23850,2930,41800,6000,26900,382000,30050,13050,1448,1405,82735,20800.0,11900,7730.0,1740,2387,94000,41350,59600,8210,8860,14639,5840.0,29800,66315,4300,4510,3855,26800,11860,74600,147500,4381,5280
2015-05-22,9360,7238,22700,14200,106500,22100.0,44983,190000,16600,94528,4094,83600,12900,23277,19600,12300.0,48950,1280,29200,4864,16850,2690,6310,7620,124500,10350,26600,11190,4250,87600,164500,90000,47850,1378000,4300,11100,48000,28300,311000,71400,50300,44504,1640,4900,66100,21550,12850,3300,17757,236684,47496,15740,23600,42000,243500,1251,3795,19782,5520,6115,24457,18100,1807,1855,16695,1810,23550,2960,41400,6000,27550,382500,29800,13200,1457,1420,82459,23900.0,12650,7850.0,1745,2337,90000,41400,59100,8670,8980,14728,5730.0,29800,65431,4420,4615,3875,28550,11600,70000,147000,4570,5500
2015-05-26,9510,7025,21800,14250,108000,22150.0,44479,187500,16050,97285,4089,78900,12100,22455,19600,12800.0,47600,1295,29250,4991,16500,2700,6090,7290,123500,10600,26200,10472,4215,86900,168000,88300,48000,1376000,4240,11450,45150,28000,302500,71700,49700,43823,1885,4900,66700,21500,12700,3600,17323,238098,44609,15600,23750,42250,230500,1210,3575,20029,5470,6214,24457,18100,1732,1830,15430,1775,22400,2940,41650,6000,28150,377500,28000,12500,1406,1490,80529,23000.0,12800,7660.0,1780,2354,92100,39200,60000,8370,8790,14550,6100.0,29050,63614,4840,4820,3850,28250,11220,70100,155500,4528,5590
2015-05-27,9130,6963,21850,14400,102500,22150.0,42881,190500,14850,93740,4020,80600,12050,22181,19150,12250.0,47500,1270,28800,4952,16200,2665,5840,6950,118500,10600,25250,9564,4150,83400,164500,88000,48450,1364000,4110,11200,45450,26550,300000,70700,50200,42899,1750,4820,67400,20400,12500,3340,17002,224897,49857,15100,23800,41300,225000,1256,3365,19534,5260,5987,24769,17700,1676,1870,15262,1790,21750,2810,40900,6000,27550,370000,27550,11900,1340,1500,78598,21750.0,12600,7820.0,1760,2307,88500,38200,60000,8240,8470,14105,5890.0,28500,62435,4640,4650,3765,27700,11000,70100,151000,4184,5600
2015-05-28,9460,7025,23300,14300,104000,22000.0,42881,189000,14550,90589,4045,78700,12300,23505,19250,11900.0,47500,1265,29150,5265,16400,2675,5520,6800,120000,10700,24800,9554,4120,83800,175000,94200,49650,1357000,4150,11250,44700,26850,297000,70000,51400,42072,1760,5040,66400,23450,12550,3300,17606,233855,48983,15160,23950,40800,217500,1251,3285,19484,5360,5923,24872,17300,1695,1865,16358,1840,21800,2770,41400,6000,27500,367000,27550,11750,1284,1480,79977,22050.0,12600,7840.0,1745,2328,97000,38650,58700,8230,8390,13927,5730.0,28500,62729,4500,4545,3890,28450,11000,72400,149000,4192,5590
2015-05-29,9370,6872,24300,14550,108000,21400.0,44899,188000,15200,90195,4502,78300,11650,20356,19650,11800.0,47650,1250,31750,5765,16350,2645,5570,6760,117500,10700,24900,9392,4125,84000,171000,108000,51100,1375000,4100,11950,44250,27200,304000,70800,53700,42024,1760,4875,64000,22250,13150,3220,17926,226311,42335,15000,24900,41800,217000,1251,3380,19087,5460,5916,24318,17350,1638,2140,15557,1890,23450,2800,42250,6000,27800,367500,27100,12050,1275,1480,79885,21700.0,12550,7840.0,1685,2303,93500,36950,58600,8260,8350,13972,6100.0,28300,61403,4460,4550,3860,28600,11060,73400,148000,4180,5610
2015-06-01,9680,6780,24500,14650,104500,21800.0,44311,193500,14450,87438,4315,79900,12050,21634,19400,12050.0,47350,1215,31850,5598,16050,2620,5500,7010,117500,10550,24850,9612,4085,84400,167500,105000,50600,1346000,4120,13500,43850,26500,290000,68200,52600,42802,1660,4850,60100,20750,13200,3240,17738,234326,40454,15000,25150,42100,215000,1218,3295,18641,5410,5830,23902,17200,1645,2170,14629,1955,23200,2840,40750,6000,27150,369500,27100,11750,1270,1450,78231,22250.0,12500,7720.0,1615,2223,91000,38500,57500,8060,8340,14461,5950.0,28400,62877,4260,4500,3850,28450,11260,72400,156500,4146,5610
2015-06-02,10400,7513,23400,14600,100000,21250.0,43470,189500,14200,88226,4109,79600,13400,24737,18900,11750.0,45400,1200,31000,5530,15550,2495,5270,6980,118500,10300,24100,11046,4040,83800,166000,105000,51200,1325000,4025,12450,43000,25850,291000,70700,50800,41391,1780,4615,55800,18050,13750,3240,17002,225840,41067,14600,24250,40750,222000,1243,3250,18344,5290,5752,23036,17300,1576,2495,14418,2165,21900,2930,39800,6000,26350,362000,27700,11300,1232,1445,79058,23600.0,12200,7720.0,1640,2117,91700,38050,57500,7930,8320,14239,5610.0,28350,61796,4160,4395,3775,27700,11240,77600,156000,4087,5580
2015-06-03,9870,7177,23750,14450,100000,21050.0,42629,189500,14000,87832,4119,79800,11900,23916,18400,11400.0,45000,1175,30350,5285,15800,2505,5230,6880,116000,10300,23800,9564,4050,82400,164500,112500,49800,1289000,4015,13050,44800,25850,289500,70600,50400,40905,1745,4540,59400,18800,14500,3260,16907,221125,34944,14380,23450,40650,216000,1243,3260,18294,5320,5724,23071,17300,1582,2130,12268,1895,22100,2900,39050,6000,26550,365000,26900,11600,1265,1550,78139,21050.0,12350,7770.0,1635,2113,87800,37100,57400,7800,8310,14283,5640.0,28300,61845,4230,4270,3775,26900,11060,70400,156000,3857,5620
2015-06-04,9450,7330,22900,14850,99200,20950.0,41031,189000,13900,87044,4281,79400,11950,22181,18050,11500.0,44450,1160,31400,5334,15400,2520,5250,6770,115000,10500,23800,9286,4110,82000,168500,129000,48300,1309000,4005,12900,43550,26700,285500,71100,49750,40856,1645,4425,58100,19100,14650,3300,16417,226311,34638,14540,23200,39500,216000,1218,3240,17798,5130,5624,24249,17250,1626,1980,13280,1945,21400,2885,39100,6000,25850,375000,27500,11600,1265,1550,77679,22000.0,12600,7800.0,1630,2113,87900,37150,57000,7770,8330,14239,5620.0,29000,61403,4400,4185,3770,27800,11120,74000,156000,3924,5870
2015-06-05,9490,7422,22950,14550,98500,20900.0,40359,185500,13600,85075,4237,80300,12600,22775,17900,11100.0,44150,1125,31400,5373,15000,2635,5190,6810,117500,10500,23250,9286,4020,81700,165000,120500,49050,1297000,4085,12750,45100,26250,288000,68800,49300,40321,1695,4185,57500,19600,14450,3550,17096,229140,39798,14820,22300,38850,209000,1218,3210,17650,4960,5603,24249,16900,1601,1990,11931,1920,20850,2855,39000,6000,25600,375500,27000,11400,1237,1540,77219,22300.0,12550,7880.0,1605,2109,89300,36850,55900,7800,8130,14061,5850.0,28250,60470,4345,4195,3850,27000,11260,79600,150500,3882,5800
2015-06-08,9270,7513,23050,14650,98300,20850.0,40275,192500,14000,83893,4104,80600,12150,21451,17600,11300.0,43050,1165,31000,5363,15500,2750,5070,6700,118500,10600,22800,9047,4065,82700,166500,114000,48050,1310000,4090,13100,44750,29100,292000,68700,49550,39883,1700,4195,59000,18950,15000,4080,16549,231969,38661,14700,22900,39250,209000,1401,3595,17699,5030,5717,27886,17550,1838,1975,12142,2035,21400,2880,39000,6000,26050,374000,25500,12000,1420,1540,79058,21350.0,12900,7940.0,1695,2092,88800,36150,55500,7710,8480,15218,5940.0,27300,60863,4460,4105,3800,26800,11380,84300,150500,3878,5760
2015-06-09,9350,7422,24600,14550,97300,21400.0,41368,192000,14350,83893,4138,80300,12000,21634,17450,11450.0,43200,1175,31700,5383,15700,2675,5000,6850,118500,10900,23600,9105,4175,85500,166000,108500,48000,1304000,4095,12950,45100,28200,286500,68100,50500,40759,1725,4280,57800,19200,15300,4520,17190,232441,37830,14860,23500,38450,212000,1326,3575,17898,5080,5752,27748,17400,1900,2020,13955,2080,20950,2945,38900,6000,26150,383500,26100,12050,1453,1570,78690,21700.0,12900,7870.0,1700,2117,94600,36100,55800,7690,8500,15396,6060.0,27900,59880,4700,4125,3775,27350,11680,86400,150500,4175,5810
2015-06-10,9110,7208,24700,14700,98100,21400.0,40106,188000,14300,83893,4217,80200,11900,22227,17500,10950.0,44250,1130,32600,5539,15300,2725,4840,7050,117000,11950,23250,8923,4260,85000,165000,106000,47500,1304000,4195,12650,45400,28150,290000,69000,49950,40224,1710,4125,57000,18400,15400,4380,17096,229140,33894,14860,23700,38650,215000,1339,3485,17848,5070,5667,31905,17200,1900,2080,13744,2200,21950,3090,39400,6000,26150,395000,25000,12050,1453,1600,77863,20100.0,14800,8080.0,1690,2084,94700,35750,55200,7660,8480,15574,6710.0,28500,59045,4905,4025,3720,27250,11800,82800,152000,4800,6190
2015-06-11,9280,7025,23300,14600,106000,21950.0,39266,178500,14750,83893,4128,78000,12000,25194,17400,10850.0,45850,1170,34550,5725,17000,2720,4985,6990,109500,12000,23450,9019,4280,87000,169500,105500,47100,1335000,4210,12250,45150,27100,300000,68600,51100,41245,1775,4100,57000,18000,15300,4240,16719,226783,34725,16100,23000,38650,215000,1392,3395,18096,5080,5631,36547,17100,1850,2050,14039,2185,20850,3200,42000,6000,26950,392000,25500,11750,1415,1645,78139,21900.0,14900,8020.0,1710,2160,94200,34650,56200,7890,8470,16063,6700.0,28850,56884,4805,3965,3690,26150,12020,87000,168000,4653,5910
2015-06-12,8880,6872,22500,14750,121500,21350.0,39854,178000,14250,80742,4030,77800,11850,25787,17800,10700.0,45850,1155,33500,5676,16150,2700,4950,7360,109000,12050,23650,8933,4380,87000,167500,113000,46550,1316000,4180,12150,43700,26900,293000,68700,51200,41197,1700,4100,56200,18400,14950,4000,16417,236212,31532,16120,23350,39050,221000,1355,3335,18344,5050,5510,36720,17250,1782,2050,14334,2050,19800,3340,40500,6000,26700,393000,25100,11550,1368,1670,77587,23150.0,15450,8050.0,1690,2113,98500,35500,54100,7980,8480,16909,6530.0,28600,56245,4440,4010,3625,25900,12500,84900,164000,5157,5920
2015-06-15,8950,6536,21400,14400,157500,20900.0,41031,174000,13950,81136,3902,77700,10900,25513,17600,10950.0,46000,1170,33200,5667,15600,2650,4900,7260,109500,12100,23750,8560,4345,84300,169500,100000,46150,1342000,4140,12200,43450,26000,298500,68000,51900,41294,1630,4070,52500,16100,14800,3770,16417,239041,32145,16520,23300,38800,216500,1318,3240,18294,5030,5425,40011,17200,1726,2120,13069,2020,19850,3165,43050,6000,26750,394500,25250,11250,1312,1635,74921,24750.0,15050,8120.0,1665,2109,97600,34200,52100,7880,8290,16108,6680.0,28350,53789,4300,3995,3770,24600,12760,80200,164000,4507,5770
2015-06-16,8900,6383,22250,14100,177000,20700.0,39854,179500,13950,81924,3681,72800,11200,24874,16950,11100.0,45200,1165,32800,5676,15250,2590,4815,6970,109500,12100,23350,8273,4200,83800,167000,99900,44200,1327000,4060,12750,41600,25200,301500,66300,52600,41002,1670,4000,51000,17250,15600,3560,16549,251771,31226,16880,23300,39000,211500,1293,3185,18046,4915,5390,38452,16950,1682,2100,13659,1830,19950,3095,42800,6000,26750,395500,24250,11000,1307,1590,75289,24150.0,15000,8050.0,1695,2062,96000,33450,53000,7690,8160,14995,7000.0,27900,57473,4400,3945,3710,24400,12720,79500,164500,4486,5730
2015-06-17,8980,6597,23150,14250,187500,20800.0,40443,180500,13600,82318,3706,75900,11550,24600,16850,10950.0,44950,1170,31950,5686,15400,2610,4930,6760,109500,12250,23600,8416,4270,85000,163500,98000,44950,1330000,4055,12700,41700,25500,300500,68100,53600,41051,1680,4125,52400,17000,15450,3600,16813,251771,33326,16920,23300,38850,217500,1293,3275,17699,4920,5404,40704,17000,1801,2100,13575,1805,20850,3310,42300,6000,26600,392000,26250,11050,1345,1595,73450,23600.0,16850,7880.0,1655,2058,96900,33250,54900,7690,8200,15129,6830.0,27900,56589,4420,3995,3720,25250,12640,83900,159000,4402,5960
2015-06-18,9220,6963,24100,14300,194000,21650.0,43554,185000,14100,81924,3622,77900,11350,24235,16850,11400.0,45350,1155,30350,5657,15500,2725,4895,7060,110000,12100,23550,8196,4355,84100,171000,98000,44300,1378000,4080,12950,41050,25700,297500,69500,53500,43434,1670,4090,52500,17100,15750,3620,16870,256486,32232,16880,22950,41000,219000,1334,3225,17898,4940,5432,41050,16800,1794,2125,13406,1815,19950,3360,43300,6000,27200,380000,25050,11000,1340,1525,75013,24250.0,18100,7990.0,1630,2041,110000,36750,55500,8050,8250,15440,6810.0,28000,58505,4990,4055,3650,25300,13000,82200,157000,4360,5870
2015-06-19,9140,6780,24550,14700,195000,21700.0,44731,186500,14150,83106,3716,76400,12350,24098,16400,11100.0,45700,1175,30300,5921,15650,2785,4875,6900,111000,12450,24350,8674,4360,84600,176500,101000,43550,1374000,4305,12950,40550,25300,293500,69400,53300,44796,1660,4170,52200,18450,15800,3550,16436,256958,31882,17280,23300,40250,220000,1397,3475,17898,4975,5496,40011,16650,1857,2220,13617,1765,20500,3170,43750,6000,28800,378000,25250,11500,1415,1545,73726,26550.0,17450,8050.0,1625,2046,113500,36550,54500,8640,8420,15930,7300.0,29300,58456,5490,4220,3670,25100,12860,81600,159000,4402,5810
2015-06-22,9040,6750,25050,14950,191000,21750.0,43722,186000,14200,84681,3775,77600,12600,23870,16850,11250.0,45800,1170,30200,6019,15600,2790,4905,6860,111500,12800,24250,8923,4370,84600,177000,109500,43850,1381000,4350,12300,41450,27000,295000,69900,53800,44893,1650,4200,54400,18450,15700,3620,16832,262615,32538,17280,23600,39400,217000,1815,3440,18641,5060,5496,43302,17150,1825,2310,13575,1745,20350,3280,44150,6000,28350,379500,25200,11300,1401,1620,73542,26050.0,17050,8040.0,1610,2096,112000,37350,55300,8730,8510,17799,7400.0,29250,56491,5570,4260,3650,24950,12640,78100,160000,4716,5740
2015-06-23,9240,6750,25250,15350,187500,22300.0,43049,183500,14650,87044,3499,79200,12750,23277,16950,11600.0,45800,1185,30200,5980,16200,2740,4925,6910,111500,13800,24450,8894,4335,86000,175000,109500,44150,1382000,4300,12750,42500,28400,299000,70500,53400,45380,1775,4395,54200,18400,15650,4700,16587,261201,33457,17500,24000,40600,217000,1637,3575,19038,5170,5532,43995,17800,1863,2380,13406,1785,20650,3310,44100,6000,28350,380000,25150,11650,1434,1670,73542,26350.0,16450,7930.0,1630,2122,106500,37300,55800,8720,8700,18377,7550.0,29000,55263,5850,4355,3670,24500,13200,77200,158500,4716,5700
2015-06-24,9490,6719,24250,15300,203000,23150.0,44647,184000,15100,88620,3637,79400,14900,23687,17300,12300.0,46450,1210,29950,5921,15850,2760,4920,6910,112000,13700,24150,9258,4365,86000,173500,106000,43350,1380000,4250,12300,42750,29550,300000,71000,54200,46742,1730,4385,57500,17900,15800,5080,16511,259315,34375,17420,23700,40850,218500,1649,3635,18988,5300,5525,49711,17700,1850,2465,13491,1875,21000,3600,43750,6000,29400,381000,25450,11550,1425,1660,76668,25900.0,15850,8080.0,1660,2126,114000,37900,56700,9220,8850,17977,7790.0,29050,57031,5730,4400,3640,24000,13560,77500,156000,4800,5720
2015-06-25,9740,6719,24900,16050,219000,22850.0,47590,194500,15050,89408,3509,77600,16950,25650,17300,12350.0,45950,1210,28600,5853,15400,2705,4895,6950,114000,13700,24200,9392,4350,84900,190500,106000,43100,1400000,4220,12450,42300,28500,295500,71100,53500,46742,1755,4500,57600,18150,16200,4930,16379,272517,37524,17420,23700,40050,222000,1550,3730,19583,5580,5510,51096,18300,1900,2695,14460,1965,22300,3940,44300,6000,29100,378000,25450,11850,1448,1670,78690,27900.0,16050,8070.0,1660,2122,125000,38250,56900,8980,8890,17443,7830.0,29050,57768,5540,4395,3645,24100,13560,81100,153000,4779,5710
2015-06-26,9350,6628,24650,16150,222500,23050.0,48346,195000,15000,87438,3440,77700,16550,31492,17150,12050.0,46100,1210,28800,5970,15650,2700,4880,6860,113000,12550,23950,8990,4300,82000,197000,102000,42000,1417000,4155,11950,41400,27600,300000,70200,53900,46255,1730,4395,56600,18350,15950,5060,16002,278174,39711,17320,23400,40650,225000,1479,3730,19236,5460,5482,51096,18300,1801,2705,15388,1865,21550,3780,43550,6000,29250,377500,25050,11850,1434,1595,78139,27650.0,15550,8150.0,1655,2122,146000,37800,56900,9170,8700,18155,8040.0,28700,53249,5720,4330,3820,24700,13880,79900,149000,4612,5680
2015-06-29,8880,6444,25000,16100,229000,22550.0,45572,190000,14500,86650,3244,76800,16650,31036,16650,11300.0,45100,1155,28700,5862,16250,2645,4695,6510,112500,12200,22800,8579,4190,79500,208000,98900,42600,1402000,4020,11550,40200,26400,296000,70800,53100,44942,1640,4245,51900,17500,15700,5140,15341,281003,36125,17800,23000,38050,221500,1467,3440,18294,5180,5233,57332,17850,1670,2700,15388,1750,20400,4000,43600,6000,29200,375000,24200,11250,1307,1580,77495,26050.0,14700,8130.0,1630,2067,129000,35750,55900,8880,8390,16419,7930.0,28350,51431,5820,4205,3690,25000,14500,73000,146500,4297,5370
2015-06-30,9070,6597,24800,16250,233000,22650.0,45908,194000,14300,85863,3357,82000,18000,30305,16750,11450.0,45300,1160,27500,6019,16150,2695,4715,6700,111500,12250,22750,8703,4240,78800,203500,98000,42300,1454000,4020,11800,41050,26900,294000,69500,54000,45915,1720,4225,52400,17050,15800,4800,15134,279117,35075,20000,22900,38900,225000,1645,3505,18542,5260,5262,62355,17800,1713,2740,15009,1805,20850,4450,43550,6000,29500,374500,24475,11250,1326,1610,76668,26600.0,15150,8190.0,1600,2109,121500,35550,56600,8980,8470,16731,8020.0,28400,51480,6160,4200,3725,26650,15000,74500,147500,4716,5460
2015-07-01,10000,6597,23850,16800,223000,22850.0,46329,188000,14550,85469,3485,84500,18000,30579,16950,11550.0,45600,1155,27650,6117,15700,2795,4750,6710,110500,12300,23300,9239,4400,80200,227000,100000,42800,1497000,4080,11450,41450,27000,289000,71500,51900,48930,1730,4280,53400,18950,15850,4700,15190,269216,36300,23800,23550,39650,227000,1604,3655,18740,5380,5297,63914,18100,1776,2790,15177,1740,21250,4485,44800,6000,29000,374500,24100,11650,1364,1630,75749,26900.0,15300,7930.0,1600,2117,126500,33750,56600,9340,8650,17265,8480.0,28500,50056,6130,4225,3780,27400,14880,80500,149500,4528,5410
2015-07-02,9970,6933,23900,17000,230500,22450.0,49860,191000,14650,87044,3440,83800,18100,31218,16900,11550.0,44900,1150,28000,6136,17100,2815,4775,6660,111000,12800,23100,9306,4390,80600,227000,100500,42100,1562000,4050,11600,41100,26700,292000,72000,52200,49611,1825,4555,53100,19750,15900,4750,15379,266387,35731,30900,23450,39700,223000,1604,3705,18542,5460,5311,64953,18500,1875,2760,14924,1745,21900,4820,45850,6000,29000,373500,23650,11700,1350,1595,77955,29300.0,15000,7950.0,1595,2143,134000,34100,56000,9370,8750,17042,8480.0,28500,52905,6220,4220,3770,26250,14980,81700,150000,4528,5470
2015-07-03,10750,6689,23800,16850,249500,23300.0,50028,192500,15100,90589,3342,84800,18550,34368,17050,13250.0,44600,1155,28900,6117,16650,2800,4805,6730,113500,12650,23800,10042,4365,82000,235000,98500,42650,1579000,4020,11400,40800,28200,291500,72000,51500,47958,1745,4470,52500,19100,15900,4630,15360,266859,38005,28600,23250,40550,221500,1575,3790,18641,5640,5290,61662,18350,1857,2740,14671,1710,21850,4925,45650,6000,29100,373000,23375,11800,1350,1600,80897,30800.0,15600,8000.0,1615,2134,141000,33600,55600,9100,9020,17398,8550.0,28950,54477,6200,4425,3690,24750,15180,77800,152500,4360,5470
2015-07-06,11200,6444,23450,16500,244500,22750.0,48851,187000,15150,85863,3150,83400,21200,34824,16750,13150.0,43850,1120,26750,6029,15800,2685,4800,6420,111000,12900,23700,10664,4275,80100,233500,95000,40750,1569000,4020,10750,39600,27150,289500,70300,50700,47374,1700,4370,51000,18100,15150,4300,14907,262615,37437,28600,22700,38900,215000,1567,3550,18046,5700,5233,46939,17500,1763,2635,14713,1615,21250,4470,44500,6000,28500,369500,22425,11200,1307,1580,80713,31900.0,15100,8110.0,1540,2075,133500,32750,53400,9110,8700,16998,8650.0,28950,54870,6100,4335,3695,24800,15200,71200,151500,4159,5350
2015-07-07,9820,6658,24300,16900,239000,22600.0,42124,185500,15300,86650,3430,81900,17550,30944,16800,11850.0,44100,1090,28450,6215,16800,2750,4730,6530,110000,12450,23750,9373,4290,81400,211000,90000,41350,1589000,4035,10750,40300,25900,289500,71000,51000,49125,1680,4330,54200,16950,16200,4540,14530,263087,30614,27800,22700,39150,208500,1707,3625,18195,6020,5226,49884,17950,1732,2520,12479,1655,21100,4110,44100,6000,28800,365000,22750,11200,1303,1555,79977,27300.0,14700,8090.0,1560,2067,105000,32800,55000,9120,8730,18333,8500.0,28100,57375,6060,4280,3650,24900,15080,58000,155000,4234,5300
2015-07-08,9260,7055,24650,16650,280000,22350.0,42629,180500,15200,84681,3568,80800,16900,31036,16750,11200.0,44100,1100,28450,6068,16750,2690,4755,6320,109500,12400,24800,8933,4310,81200,204000,92000,40900,1547000,4070,10900,40050,25700,284500,71400,50200,46985,1730,4275,53600,17300,16850,4460,14888,253657,29871,27100,22950,36650,200500,1766,3530,18046,6050,5262,47805,18000,1738,2625,11889,1585,21000,3945,41700,6000,29050,362000,21800,10950,1270,1575,78139,26900.0,14700,8060.0,1530,2079,103500,33250,54700,9230,8800,18199,8230.0,27600,55705,6420,4280,3635,25700,14980,55800,155500,4192,5270
2015-07-09,9000,6994,24300,16050,300000,22500.0,42629,182500,14350,85075,3701,77600,17600,31903,16250,11350.0,43800,1080,27800,6136,16300,2620,4640,6390,107500,12500,24850,8808,4310,80400,215000,90200,40950,1546000,3990,11100,40000,25700,289500,69800,48300,45817,1725,4420,52500,17350,17550,4280,14681,270159,30220,27800,23000,36150,203500,1935,3610,17848,6050,5290,48152,18000,1738,2630,11804,1605,20750,3850,45000,6000,28350,356000,23700,11000,1293,1575,78231,28000.0,14300,8190.0,1500,2062,110000,32500,54700,8950,8590,17532,7980.0,27900,57473,6200,4340,3520,24100,15020,54700,150500,4075,5270
2015-07-10,8910,6994,25100,16700,285000,23300.0,42377,185500,14950,85863,3863,80300,18300,32405,15850,11250.0,40800,1100,29300,6430,16800,2665,4570,6510,108500,12250,24300,8445,4310,80000,207500,92000,40850,1545000,4050,10750,40500,25750,286500,70800,49200,47763,1730,4380,54200,16950,17550,4190,14794,263558,30395,28000,23550,36700,203500,1811,3620,17749,6090,5290,49538,18150,1744,2770,11425,1675,20700,3880,41550,6000,28400,355000,22900,11400,1289,1590,80805,27500.0,14200,8080.0,1510,2071,109000,33200,54900,8260,8700,17398,8420.0,28050,56982,6520,4505,3650,24250,14700,60700,154000,4159,5360
2015-07-13,9210,6933,24850,16950,280000,23500.0,43554,189000,15250,85863,4104,83700,21700,34824,16150,11600.0,41000,1090,31300,6411,18350,2750,4580,6500,110000,12650,24450,8569,4300,81500,208000,91700,40550,1533000,4070,10900,41300,26300,288000,71100,52700,48639,1795,4585,55700,18150,17850,4190,15209,271102,30789,27900,23850,37200,210000,1766,3870,18096,6420,5311,49538,18300,1838,2790,12521,1695,22050,3875,41800,6000,28950,354000,24000,11850,1350,1690,80897,28750.0,14200,8030.0,1545,2126,113000,34450,56000,7490,8960,17354,8750.0,28350,56098,6720,4490,3695,25300,15120,64100,154000,4234,5490
2015-07-14,9300,6902,24900,16900,279500,24150.0,45740,187000,16150,84287,4094,85600,21500,36102,15950,11800.0,40650,1110,33300,6479,19800,2755,4900,6590,109500,12600,24450,8760,4325,81900,216000,94000,37850,1551000,4220,10600,41400,26850,289500,70000,54000,50292,2000,4750,60100,18150,17950,5040,15303,284775,32276,26800,23800,36500,210000,1732,3835,17848,6310,5361,45900,17800,1801,2895,12690,1670,22300,3800,41600,6000,28850,353500,24700,11850,1345,1745,80988,28100.0,14600,8020.0,1570,2189,117500,34350,55400,7800,8940,17176,9020.0,28100,57080,6530,4550,3745,26000,15320,68300,159500,4381,5540
2015-07-15,9460,7116,24950,16500,276000,24800.0,47085,192000,18650,83893,4173,86400,21400,35189,16200,11800.0,41050,1125,36700,6430,22500,2730,4870,6690,108000,12500,24650,9019,4365,82000,208000,94400,39300,1524000,4115,10500,42900,26850,289500,70000,56200,50779,2080,4720,59400,18500,17850,4520,15134,291847,31926,25700,23000,36750,217500,1707,3920,17947,6430,5318,46420,18000,1832,2960,12142,1690,22150,4000,39100,6000,29300,353500,26350,11750,1345,1890,80621,28100.0,14500,8050.0,1565,2223,119500,36500,55400,7740,9110,17398,9070.0,28400,55803,6320,4975,3790,26400,15500,67700,160500,4423,5490
2015-07-16,9510,7238,23950,16700,262000,24250.0,46665,192000,19100,84681,4158,88000,20300,34413,16150,11600.0,40950,1135,40000,6508,22700,2725,4935,6500,110000,13000,24500,8846,4365,83200,204000,102000,39450,1523000,4250,10600,43150,28650,288000,70000,57900,49806,2700,5360,59900,18250,17850,4210,15285,283832,30876,26100,23100,35550,236500,1749,3840,18145,6490,5347,45727,18000,1832,2935,12479,1690,24400,4000,38450,6000,29350,358500,28050,11850,1378,1895,79610,26000.0,14650,10450.0,1580,2240,110500,35650,55300,7650,9150,17487,8800.0,30150,53052,6280,5100,3820,27450,15400,67700,163000,4339,5460
